가수명,노래제목,발매일,가사,좋아요수
백아연,할 말,2016-05-24,어려운 말을 꺼내요 그 동안 그댈 기다리는 것 말고는 할 수 있는 게 없던 나죠 이제 우리 여기까지만 해요 너무 많은 말들이 맘속에 차올라 나는 나는 할 말이 없어요 그저 나는 할 말이 없어요 그렁그렁 눈물이 차오고 가슴 한쪽이 너무 아려와 아무 말도 못했죠 이젠 그만할래요 차가운 그대 눈빛에 울던 나는 갈게요 이젠 good bye 조금씩 준비를 했어요 자꾸 변하는 그대가 다시는 돌아 올 것 같지 않아서요 그댄 정말 끝인 거냐 하네요 마치 하나도 몰랐었던 것처럼 불편하게 그렁그렁 눈물이 차오고 가슴 한쪽이 너무 아려와 아무 말도 못했죠 너무 멀리 왔어요 차가운 그대 눈빛에 울던 나는 갈게요 이젠 good bye 그때 우리 마주 보던 그대에게 기대어 웃던 따뜻했던 기억들은 다 남겨둘게요 처음 우리 시작했던 날 그때처럼만 안녕 안녕 해요 너무 많이 아팠나 봐요 다시 잡는 그대 그 손길을 이제 받아줄 수 없네요 안녕 난 갈게요 이젠 Good bye ,9840
손동운,Decrescendo,2019-04-22,내게 주던 사랑이 갈수록 익숙해져 편하게 생각했나 봐 날 떠나 가벼워진 사랑은 이제야 겨우 떠올라 날카로운 말들로 서로 맘을 할퀴다 깎여버린 네 마음은 끝까지 아물지도 못 한 채 상처란 조각이 됐나 봐 사랑 이상의 감정을 너라고 부르던 시간이 끝나면 어떻게 말해야 할지 몰라 이별이라 부르기로 했어 Decrescendo 무한하게 커져가던 사랑도 이별이란 두 글자에 갇혀 방향을 잃고 점점 여려져 귓가에 울리던 우리 노래는 들리지 않을 만큼 작아져 가 닮아 가는 모습에 거울을 보는 것 같아 널 보는게 좋았는데 사실은 그렇게 반대로만 바라보고 있었던 거야 이별은 갑작스레 다녀가고 그 자리에 남은 건 너의 마지막 선물이라 생각해 추억이라 부르기로 했어 Decrescendo 무한하게 커져가던 사랑도 이별이란 두 글자에 갇혀 방향을 잃고 점점 여려져 귓가에 울리던 우리 노래는 들리지 않을 만큼 작아져 가 Decrescendo 무한하게 커져가던 사랑도 이별이란 두 글자에 갇혀 방향을 잃고 점점 여려져 귓가에 울리던 우리 노래는 들리지 않을 만큼 작아져 가 ,3906
홍민정,아마도 그건,2008-11-28,아마도 그건 사랑이었을거야 희미하게 떠오르는 기억이 이제야 그 마음을 알아버렸네 그대 눈에 비친 나의 모습을 아마도 그건 사랑이었을거야 돌아보면 아쉬운 그날들이 자꾸만 아픔으로 내게 찾아와 떨리는 가슴 나를 슬프게 하네 차가운 내 마음에 남은 너의 뒷모습 열린 문틈으로 너는 내게 다가 올 것 같아 한참을 멍하니 문만 바라보다 아침햇살에 눈을 뜨고 말았네 사랑 그것은 엇갈린 너와 나의 시간들 스산한 바람처럼 지나쳐갔네 사랑 그것은 알 수 없는 나의 그리움 남아 있는 나의 깊은 미련들 차가운 내 마음에 남은 너의 뒷모습 열린 문틈으로 너는 내게 다가 올 것 같아 한참을 멍하니 문만 바라보다 아침햇살에 눈을 뜨고 말았네 사랑 그것은 엇갈린 너와 나의 시간들 스산한 바람처럼 지나쳐갔네 사랑 그것은 알 수 없는 나의 그리움 남아 있는 나의 깊은 미련들 사랑 그것은 엇갈린 너와 나의 시간들 스산한 바람처럼 지나쳐갔네 사랑 그것은 알 수 없는 나의 그리움 남아 있는 나의 깊은 미련들  ,27493
에피톤 프로젝트,한숨이 늘었어 (Duet With 이진우),2010-05-12,요즘 재밌다는 영화 유행하는 것들 일부러 찾곤 해 조금 웃을 수 있어서 잠깐 잊을 수 있어서 낮은 한숨이 늘었어 이유 없는 일에 눈물을 흘리고 때론 당연한 하루가 가끔 너무 속상해서 우리 사랑했었던 날들 우리 함께했었던 기억 떠오르면 좋은 기억들 보다는 아직 미안한 맘이 더 많아 우리 사랑했었던 날들 우리 함께했었던 기억 떠오르면 이젠 어쩔 수 없어서 다시 한숨을 짓곤 해 우리 사랑했었던 날들 우리 함께했었던 기억 떠오르면 좋은 기억들 보다는 아직 미안한 맘이 더 많아 우리 사랑했었던 날들 우리 함께했었던 기억 떠오르면 이젠 어쩔 수 없어서 다시 한숨을 짓곤 해  ,3824
진영 (GOT7),그날,2017-07-31,누가 말 걸어 주지 않으면 아무 말 없이 나도 모르게 찾게 되는 건 한가지 너 고요했던 이 바다 위에 햇살이 저물어 갈 때 쯤 어렵게 끝맺은 이 멜로디 위에 서있어 나 혼자 그때의 목소리 그때의 공기 파도가 되어서 부딪쳐도 난 기다려 언젠가 가라 앉길 또 기도해 하늘에 닿을 때 까지 간절해져 갈수록 잊고 있던 기억들이 날 찾아와 모든 게 다 좋았던 거라 믿었던 그날이 눈앞에서 멀어져 가던 걸 보던 그날을 생각해 내 뺨을 스치는 바람이 내 맘을 흔드는 파도소리 기도가 하늘에 닿았나 봐 더 크게 소리쳐 빛 바래지지 않게 바짝 깎은 내 손톱 밑에 새살이 아물어갈 때 쯤 어렵게 끝맺은 이 멜로디 위에 그때의 목소리 그때의 공기 파도가 되어서 부딪쳐도 난 기다려 언젠가 가라 앉길 또 기도해 하늘에 닿을 때 까지 간절해져 갈수록 잊고 있던 기억들이 날 찾아와 모든 게 다 좋았던 거라 믿었던 그날이 눈앞에서 멀어져 가던 걸 보던 그날을 모든 게 다 무너져 버린 것 같던 그날이 아무렇지 않게 잊혀져 나 웃던 그날을 생각해 ,10594
장나라,그게 정말이니?,2003-12-03,후회는 없을거라고 그만큼 사랑했다고 지금 흔들리는 목소리로 이별을 얘기하는거니 사랑한 순간이야 그래 나도 기억하니까 니 말대로 후회는 없을꺼야 잊을순 없겠지만 그게 정말이니 너 돌아서는 모습이 정말 마지막이니 아무말 없이 너를 보내고 난 뒤에 후회하면 어떡하니 어쩌면 너의 말처럼 조금씩 잊혀진대도 아직까지는 나 단 하루도 너 없인 안되는데 그게 정말이니 너 돌아서는 모습이 정말 마지막이니 아무말 없이 너를 보내고 난 뒤에 후회하면 어떡하니 지금이라도 널 품에 안고 괜찮아 하면 돌아올꺼니 지나간 날에 이쁜추억 하나로 이렇게 너 남는거니 이렇게 멀어져 가는 그대 그저 힘없이 바라볼 뿐 소리쳐 불러봐도 잡을수 없기에 이건 안 된다고 가지 말라고 제발 내곁에 있어 달라고 마음속으로 너를 한없이 불러도 아무 소용 없겠지만 자꾸 돌아보며 머뭇거리는 저 멀리 니 모습 때문에 너로 인해서 행복했던 나란걸 지금에야 알게 됐어 이렇게,9600
아이유,마침표,2017-04-21,알고 있었어 무슨 말인지 무슨 마음인지 다 알아 하루 더 딱 하루만 더 미루고 싶었어 그래야겠지 결국 언젠간 제일 어려운 숙제를 해야지 마지막 인사가 이렇게 늦어서 미안 많이 보고 싶지만 널 다시는 만나지 않았음 좋겠어 아파 울지만 다신 너로 인해 웃지 않았음 좋겠어 한 움큼씩 나눴던 진심도 너무 쉬웠던 대답도 못 잊게 사랑한 여러 번의 계절도 안녕 모두 안녕 전부 알 것 같아도 더 이상의 이해는 없었음 좋겠어 묻고 싶지만 끝내 그 대답을 듣지 못했음 좋겠어 변함없이 정직한 두 눈도 약속한 겨울바다도 못 잊게 행복했던 어린 날의 나도 안녕 모두 안녕 안녕 모두 ,67534
스윗소로우 (SWEET SORROW),서울은 비,2015-10-15,오늘 따라 내리는 이 비는 좀처럼 그치질 않네요 혹시 그대 있는 곳에도 지금처럼 비가 내리진 않을까요 아주 멀리 있어도 변하는 건 없을 거야 우리 서로 향해 있다면 언제까지나 함께일 거야 그대 말했죠 또 내게 말했죠 기도처럼 그대가 그리워지면 너무 보고프면 나는 이렇게 아픈데 그대는 괜찮은가요 아무 말 없는 그대가 나는 겁이 나 서울은 비가 와 외로운 내 맘에 돌아와 돌아와 이 비가 그쳐가 그대 고운 얼굴을 그려도 그려도 보이질 않아요 달라지게 된 하루만큼 멀어짐은 어쩔 수는 없는 건가요 아주 멀리 있어도 변하는 건 없을 거야 우리 서로 향해 있다면 언제까지나 함께일 거야 그랬잖아요 그랬었잖아요 그대 내게 그대가 그리워지면 너무 보고프면 나는 이렇게 아픈데 그대는 괜찮은가요 아무 말 없는 그대가 나는 겁이 나 서울은 비가 와 외로운 내 맘에 돌아와 돌아와 이 비가 그쳐가 ,3226
지코 (ZICO),사랑이었다 (Feat. 루나 of f(x)),2016-01-25,알 수 없다 눈 뜨고 꿈꾸는 기분일까 괜히 가슴이 소란스러워지고 그리움도 경험해본다 내게 짓던 웃음이 참 예뻤지만 네 맘은 항상 표정을 짓지 않아 상처 난 것들을 보여주면서 치유받길 거절하는 널 보며 내가 할 게 못 되는구나 힘들다 시간 지나면 다 없었던 일 잠시 미쳤다 생각했는데 사랑이었다 사랑이었다 이제 와 보니 사랑한 거였다 나답지 않던 말과 행동이 멋대로 굴고 있는 심장이 사랑이었다 사랑이었다 나보다 소중한 게 있었다 언제쯤 넌 내 이름 불러줄까 널 꺾는다고 그 향기가 내 게 될까 넌 쓸쓸함에 대해 얘기하면서 안아주려는 내 손을 밀쳤어 체념할 자격도 없는 나 괴롭다 시간 지나면 다 없었던 일 잠시 미쳤다 생각했는데 사랑이었다 사랑이었다 이제 와 보니 사랑한 거였다 나답지 않던 말과 행동이 멋대로 굴고 있는 심장이 사랑이었다 사랑이었다 나보다 소중한 게 있었다 이제 더 이상은 특별함을 찾지 않아 널 쫓느라 두고 간 원래의 나를 찾아 혼자 한 사랑은 스스로 이별해야 되네 시간 지나면 다 없었던 일 잠시 미쳤다 생각했는데 사랑이었다 사랑이었다 이제 와 보니 사랑한 거였다 나답지 않던 말과 행동이 멋대로 굴고 있는 심장이 사랑이었다 사랑이었다 나보다 소중한 게 있었다 나보다 소중한 게 있었다 ,121046
